Anno,Regione,Settore__attività_economica,Nazionalità,sesso,Tipologia_variazione,Classe_di_età,Presenza_part_time,tipologia_incentivo,Numero_variazioni
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,19.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,204.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Occupazione sud,25.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,23.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,152.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Occupazione sud,35.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,3.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,347.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Occupazione sud,83.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,3.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,561.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Occupazione sud,6.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,10.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,89.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Occupazione sud,36.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Altro,6.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,203.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Esonero giovani,2.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Nessuna agevolazione,2.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time no,Nessuna agevolazione,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Occupazione sud,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Nessuna agevolazione,5.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Nessuna agevolazione,5.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time si,Altro,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time si,Nessuna agevolazione,2.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time no,Nessuna agevolazione,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,Fino a 29,Part time no,Nessuna agevolazione,23.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,30 - 50,Part time no,Nessuna agevolazione,21.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,51 ed oltre,Part time no,Nessuna agevolazione,7.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,33.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,57.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time si,Apprendistato,7.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,24.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati da rapporti stagionali,30 - 50,Part time no,Apprendistato,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Occupazione sud,9.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,2.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,37.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Occupazione sud,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,8.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Occupazione sud,18.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,4.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,111.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Occupazione sud,4.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,30.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Occupazione sud,3.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,30.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,7.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Nessuna agevolazione,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Altro,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Nessuna agevolazione,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time no,Nessuna agevolazione,2.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti intermittenti,Fino a 29,Part time no,Nessuna agevolazione,4.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti intermittenti,30 - 50,Part time no,Nessuna agevolazione,5.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti intermittenti,51 ed oltre,Part time no,Nessuna agevolazione,2.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,2.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time si,Apprendistato,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Occupazione sud,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,6.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,57.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Occupazione sud,3.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,32.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Occupazione sud,13.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,75.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Occupazione sud,18.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,121.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Occupazione sud,2.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,10.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Occupazione sud,3.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,45.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Esonero giovani,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Nessuna agevolazione,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time no,Occupazione sud,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,Fino a 29,Part time no,Nessuna agevolazione,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,30 - 50,Part time no,Nessuna agevolazione,5.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,4.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,6.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time si,Apprendistato,1.0
2019,Abruzzo,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,4.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Occupazione sud,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,2.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,4.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Occupazione sud,6.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,12.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Altro,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,9.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,2.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time si,Apprendistato,3.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,3.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Occupazione sud,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,2.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,2.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Occupazione sud,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,4.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Occupazione sud,2.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,8.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Occupazione sud,3.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,15.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Altro,1.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,3.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,8.0
2019,Abruzzo,Servizi di informazione e comunicazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,4.0
2019,Abruzzo,Servizi di informazione e comunicazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,1.0
